month,oil_bbl,gas_mcf,water_bbl,wells,on_stream_hrs,well_days,water_cut_pct,gor_mcf_per_bbl,avg_daily_oil_bbl
2008-02-01,308773.4400986,249604.62767356297,2595.2385041,2,406.62499,36,0.8334937591495741,0.8083746697703573,10647.3600034
2008-03-01,524326.4867606,430527.54333537695,172.4665902,2,655.10834,62,0.0328821609839609,0.8211058457017253,16913.75763743871
2008-04-01,468794.9493345,406346.50280087796,3032.0029105000003,2,613.64666,58,0.6426090955748557,0.8667894212122513,15626.49831115
2008-05-01,789236.3014736,674223.715167344,102398.8615772,2,716.19167,62,11.484390232753295,0.8542735729571568,25459.23553140645
2008-06-01,904391.9669985,759701.6190377709,2983.6971697,2,675.91669,60,0.32882710960020994,0.8400136741141918,30146.398899950003
2008-07-01,1045867.6569589,870694.623556895,2617.7560239,2,1148.31165,62,0.24967023780071826,0.8325093693867914,33737.666353512905
2008-08-01,1040609.1871046,844852.6585205259,3627.3963251,2,1131.23334,60,0.3473730362123636,0.8118827596278015,33568.03829369677
2008-09-01,1209299.0608901,972088.647297652,2919.2266172,2,1210.68332,60,0.24081690956855986,0.8038447053635763,40309.96869633666
2008-10-01,1491781.2209849001,1192143.057724969,4561.999193,2,1480.00001,62,0.30487652374684626,0.7991406789112785,48121.97487048065
2008-11-01,1574497.7575177,1262258.3463223688,16228.967762000002,2,1430.5,60,1.020223493079645,0.8016895167335155,52483.258583923336
2008-12-01,1740006.4340995,1414799.236650293,6729.1532285,2,1488.0,62,0.38524166320980824,0.8131000029218223,56129.239809661296
2009-01-01,1693530.2103342,1376343.7941414448,8601.6296655,2,1445.99997,62,0.5053445017221179,0.8127069630897451,54630.00678497419
2009-02-01,1483049.0777619001,1189449.5600000059,15908.4390444,2,1294.72502,56,1.0613001947042997,0.8020298032179951,52966.03849149643
2009-03-01,1154828.9289015,912037.802763087,10555.370447700001,2,1037.13667,62,0.9057416041725092,0.789760093411098,37252.54609359678
2009-04-01,1496344.1636494,1160362.077977653,9389.1767756,2,1256.80001,60,0.6235617239470744,0.7754647000110403,49878.138788313336
2009-05-01,1617827.5038305,1247011.577391222,41176.4927574,2,1389.83333,60,2.4820008174837644,0.7707939038239218,52187.98399453225
2009-06-01,1377995.0986894001,1056946.2551723719,52770.3108361,2,1407.21664,60,3.688257382012106,0.767017427113946,45933.16995631334
2009-07-01,1075413.2846567,842249.509924043,63289.1374877,2,1484.33332,62,5.558004993834485,0.7831868193751308,34690.75111795806
2009-08-01,1414627.1408237,1106797.015766019,162388.9937199,2,1245.89998,60,10.297230964405863,0.7823948684609291,45633.13357495806
2009-09-01,1134987.9748489,887036.574436471,110134.0699152,2,1002.32501,58,8.845242952554576,0.781538301808494,37832.93249496333
2009-10-01,1406696.9483757,1108043.88353277,207009.2832485,2,1339.16665,62,12.828188873023349,0.7876919650762149,45377.32091534516
2009-11-01,1472187.7709558,1165507.5445404279,316398.3251692,2,1415.00002,60,17.68985713657743,0.7916840280392604,49072.92569852667
2009-12-01,1556827.7942847,1225906.381541381,462267.19582220004,2,1455.16667,62,22.89477206804052,0.7874386531649994,50220.25142853871
2010-01-01,1458481.6459848,1151467.786499318,630455.5201583001,2,1484.33332,62,30.180683764765348,0.7894976187525629,47047.795031767746
2010-02-01,1038567.0115938,821837.9855409809,661788.0828771,2,1218.9,54,38.92058106151226,0.791319169939527,37091.67898549286
2010-03-01,1060215.7828366,836969.837613152,745715.7852235,2,1301.77498,58,41.29258264334649,0.7894334824688659,34200.50912376129
2010-04-01,1001900.1868102,792801.4665153449,867122.0123340001,2,1385.80832,60,46.39442018029767,0.7912978527725669,33396.672893673334
2010-05-01,1037333.3282604,828506.7774679869,1004820.7342875,2,1473.33334,62,49.20396324231446,0.7986890567349132,33462.36542775484
2010-06-01,911564.4889339,731053.527103729,1131217.7998368,2,1434.91667,60,55.37632698575731,0.8019767509358733,30385.482964463336
2010-07-01,840569.8310114,683583.5091294639,1234504.153605,2,1484.75001,62,59.492054874043994,0.8132382152080747,27115.15583907742
2010-08-01,431047.5351929,349253.78492999094,699681.9237955001,2,852.53334,54,61.87880913808207,0.810244245506925,13904.759199770968
2010-09-01,671236.8241534,565415.2945881289,980805.4220322,2,1210.89998,60,59.36927002301433,0.8423484443084021,22374.560805113335
2010-10-01,818844.5127809,691999.4506361539,1261056.6494181,2,1486.16667,62,60.63060458530794,0.8450926150631893,26414.339121964516
2010-11-01,673160.1851533001,573243.265762904,1252965.5636303,2,1373.75,60,65.05107802133799,0.8515703667654648,22438.672838443334
2010-12-01,686244.6253039,588830.950800853,1402478.8759935,2,1482.83333,62,67.14526241134155,0.8580481785778535,22136.923396899998
2011-01-01,667191.59575,571293.15200791,1434413.5622236,2,1487.5,62,68.25323761608405,0.8562655100079773,21522.30954032258
2011-02-01,460563.789478,400798.419346902,1036348.7843011001,2,1118.74999,50,69.23241894379561,0.8702343269347429,16448.706767071428
2011-03-01,591902.6329481,511850.349974446,1451295.5380598,2,1462.33334,62,71.03058130400943,0.8647543049860479,19093.63332090645
2011-04-01,563780.5779476,491923.30902012496,1498547.1067038001,2,1435.58334,60,72.66290017132282,0.8725439085023716,18792.685931586668
2011-05-01,555555.8336973,486448.26696015894,1565529.4948273,2,1477.29167,62,73.80794510121204,0.8756064421514201,17921.155925719355
2011-06-01,334747.2733917,291273.453263424,980092.0946801,2,928.44167,44,74.54082365341677,0.8701294272308957,11158.24244639
2011-07-01,205511.5536913,172629.458248016,464814.69466840004,2,499.75502,56,69.34156253105255,0.8399987988379651,6629.404957783871
2011-08-01,541618.2437183,463615.775454974,1307900.8270684,2,1303.81832,62,70.71572538649625,0.8559825685932844,17471.55624897742
2011-09-01,509803.567063,444534.06070881797,1537414.7989045,2,1415.0,60,75.09774357548464,0.8719712638924784,16993.452235433335
2011-10-01,216713.7053013,188086.18507766098,687876.7052027,2,652.73665,54,76.04289159106206,0.8679016623160136,6990.76468713871
2011-11-01,357468.3943414,304542.363445522,939441.7445292,2,923.64167,50,72.43691882517801,0.851942068911046,11915.613144713334
2011-12-01,328684.08524600003,275223.808865541,875035.7883779,2,861.47167,50,72.6943043437117,0.8373505783206776,10602.712427290324
2012-01-01,286356.6830548,242920.36296389898,763432.5446429,2,763.47501,38,72.72245937569669,0.8483139292314381,9237.312356606453
2012-02-01,403553.7064152,349208.83743927197,1190225.5894537,2,1381.42499,58,74.67944856221828,0.8653342340510811,13915.645048800001
2012-03-01,386354.5354607,340941.342333473,1273119.9389152,2,1481.25,62,76.71825982101946,0.8824572019762236,12463.049530990322
2012-04-01,381150.7869534,336880.343239147,1326669.8088027,2,1430.29167,60,77.68203592926844,0.8838505776988843,12705.02623178
2012-05-01,361457.2031491,322294.17814914,1403135.4692594,2,1478.77501,62,79.51611106625838,0.8916523874506787,11659.909779003227
2012-06-01,330547.9446433,295762.64803930797,1347688.9071664,2,1422.50001,60,80.30385614004012,0.8947647469370004,11018.264821443334
2012-07-01,340704.1637484,304625.70295919897,1409760.8406229,2,1488.0,62,80.53636245811336,0.8941061935015155,10990.456895109677
2012-08-01,136413.9024648,118317.96829241999,553779.6542514,2,577.25,58,80.23541351011309,0.8673453816259714,4400.448466606451
2012-09-01,16787.5657881,14228.343130021,46741.2763587,2,57.77499,32,73.57489099312099,0.8475524867403273,559.5855262700001
2012-10-01,336862.5364947,290380.179580775,1140838.2529261,2,1220.35,54,77.20360313086543,0.8620138724905185,10866.533435312904
2012-11-01,339338.6459974,302722.025209529,1397193.23416,2,1440.0,60,80.4588300465499,0.8920941625135395,11311.288199913333
2012-12-01,292121.0423274,267409.232203329,1416407.9118309,2,1411.24998,62,82.90218953466245,0.9154055800732944,9423.25942991613
2013-01-01,299353.2545597,272484.558121552,1506839.4664116001,2,1488.0,62,83.42628385753213,0.9102441813179298,9656.5565987
2013-02-01,262177.5841471,235110.45349243897,1373984.0239543,2,1339.91667,56,83.97605818099285,0.8967603170854055,9363.485148110714
2013-03-01,158014.68245730002,135518.69251162698,803457.0586988,2,816.07,56,83.56533263605867,0.8576335464791249,5097.2478212032265
2013-04-01,221569.6273156,202407.926760507,1147234.2349189,2,1070.79906,52,83.81290165605617,0.9135183789075955,7385.654243853333
2013-05-01,276593.9544633,257221.231540163,1614706.7517009,2,1465.55835,62,85.37546390366087,0.9299597022620121,8922.385627848387
2013-06-01,215097.8531123,200939.32646798398,1295526.6951611,2,1196.7583300000001,56,85.76099843219478,0.934176346070158,7169.928437076667
2013-07-01,241450.0184769,214134.339934038,1300493.8839143,3,1355.03181,86,84.3411930808594,0.8868681861564017,7788.710273448387
2013-08-01,391919.0045715,334986.321941045,1540802.7421629,3,1962.51852,93,79.72191262225401,0.8547335496202801,12642.548534564516
2013-09-01,319958.4205273,276028.50904282596,1251226.0537767,3,1755.72667,87,79.63584634649382,0.8627011865726917,10665.280684243333
2013-10-01,382801.7362822,328901.444452659,1485745.7080032001,3,2017.16657,93,79.51340558930269,0.8591952785976761,12348.44310587742
2013-11-01,388745.2922417,330899.730283629,1449941.3419668,3,2041.89167,90,78.85744721209421,0.85119932482139,12958.176408056666
2013-12-01,352111.3631644,304503.520100698,1434893.3489304,3,1925.56668,93,80.29600253534639,0.8647932215653206,11358.431069819355
2014-01-01,389407.2947442,325152.017068317,1246008.1531969,4,2167.39168,109,76.18909034799427,0.8349921058410268,12561.525636909679
2014-02-01,358243.047341,301400.55196070496,1318152.3996931,4,2318.82501,108,78.6301586552977,0.8413298016466779,12794.394547892856
2014-03-01,390991.9494756,330145.40228812996,1462661.2247298001,4,2660.14091,124,78.90695223267939,0.8443790280872083,12612.643531470967
2014-04-01,479275.6597375,397525.530996389,1573279.9874036,5,3014.36851,144,76.649809207119,0.8294298342088023,15975.855324583334
2014-05-01,527256.9092396001,417632.783571104,1216451.8957202,5,3338.16333,155,69.76233028474294,0.7920859380930751,17008.28739482581
2014-06-01,500279.7883534,413451.47329737694,1658042.4733332,5,3541.91666,150,76.82089476469278,0.826440489747135,16675.992945113332
2014-07-01,471617.8160625,394932.974691024,1667581.6620773,5,3703.99973,155,77.95353725157935,0.8374004569807991,15213.4779375
2014-08-01,310563.0168398,270047.170370223,1384080.238272,5,2658.58334,155,81.67384103391652,0.869540659149133,10018.161833541935
2014-09-01,392417.5978102,345672.72708769195,1660407.8821799,5,3343.925,150,80.88402537696032,0.8808797796445482,13080.586593673333
2014-10-01,405784.4504298,352372.416552022,1768472.1014203,5,3713.33333,155,81.3368643141715,0.8683733843886701,13089.820981606452
2014-11-01,332854.2921741,292174.32243174897,1477327.0489106001,5,3158.98348,150,81.61210235574264,0.8777844519394892,11095.14307247
