well_id,well_name,field_id,months_used,start_rate_bbl_d,end_rate_bbl_d,nominal_annual_decline_pct,r_squared,slope_p_value
WELL-0004,PNX-104,FIELD-001,30,479.62386769637277,148.45960573476705,39.927378012875245,0.9851270559889787,3.9001114178389754e-27
WELL-0021,PNX-203,FIELD-002,26,1016.650843308172,461.39974910394267,33.88347987011829,0.9392784597466508,4.16825471101459e-16
WELL-0022,PNX-204,FIELD-002,34,670.7605915669274,230.7674551971326,33.744085390261034,0.9714240720889912,2.80477960603597e-26
WELL-0048,PNX-314,FIELD-003,23,658.7983435739887,338.2764516129032,33.06526961611967,0.9578424343387241,6.388231749129446e-16
WELL-0011,PNX-111,FIELD-001,21,372.06193548387097,214.33820788530468,30.445134952348894,0.923234426882276,4.803664290002729e-12
WELL-0032,PNX-214,FIELD-002,18,703.0403225806452,453.32602150537633,30.17485226518962,0.8810354855503051,8.331740911707957e-09
WELL-0023,PNX-205,FIELD-002,34,524.0256989247312,188.1514828265233,30.127528675305506,0.9188275008323745,5.173407688348754e-19
WELL-0035,PNX-301,FIELD-003,27,431.80168458781367,215.74397849462366,29.868157925765914,0.9705462658050678,1.1718925646956651e-20
WELL-0033,PNX-215,FIELD-002,32,562.9893548387097,270.135017921147,27.769860948612912,0.9395929718826114,7.739887668012337e-20
WELL-0042,PNX-308,FIELD-003,25,647.9804915514593,376.202688172043,26.79211804666518,0.9461963798389822,4.2826824978016056e-16
WELL-0052,PNX-404,FIELD-004,36,92.86355606758832,44.499820788530464,23.951231130806182,0.9626990861555551,7.244813522586328e-26
WELL-0027,PNX-209,FIELD-002,24,1117.9294913156682,711.0000714017921,23.865592150633987,0.8549865921727118,1.0771693723883344e-10
WELL-0025,PNX-207,FIELD-002,36,161.84316444485407,80.47462365591397,23.85658567321931,0.9338200304227858,1.2571197574555697e-21
WELL-0016,PNX-116,FIELD-001,36,403.5429339477726,194.22415770609317,23.62171432366853,0.9560207372156608,1.1951868935869786e-24
WELL-0028,PNX-210,FIELD-002,36,261.76155913978494,134.77548344017922,22.60056326132095,0.951065783583624,7.35696442787306e-24
WELL-0036,PNX-302,FIELD-003,30,496.63082437275983,293.870788530466,21.392054919479143,0.9313859179538367,7.918529499916979e-18
WELL-0047,PNX-313,FIELD-003,25,641.4331797235023,447.70584229390687,20.59219716732712,0.7399318406110701,3.5427695224034375e-08
WELL-0059,PNX-411,FIELD-004,26,596.4136712749616,399.4645878136201,19.816273377134642,0.8984374511532103,2.0393943562500694e-13
WELL-0045,PNX-311,FIELD-003,36,69.88844086021506,37.74925800752688,19.533752904125834,0.9498397367594192,1.1211516791185128e-23
WELL-0044,PNX-310,FIELD-003,36,61.33479262672811,34.1389605734767,19.30891135647007,0.9483873150066692,1.8227215481788105e-23
WELL-0018,PNX-118,FIELD-001,36,39.80979262672811,23.98283154121864,17.603539888549548,0.9413224497902866,1.6196198746750736e-22
WELL-0054,PNX-406,FIELD-004,36,166.2513440860215,96.72989247311828,17.587365155017775,0.9415159514494967,1.5310304074987446e-22
WELL-0007,PNX-107,FIELD-001,36,57.95118358014593,34.71709677419355,17.44348601452249,0.9335689675979804,1.340871178756139e-21
WELL-0049,PNX-401,FIELD-004,36,426.04204910168966,251.40078853046597,17.128358065938365,0.9553273461831703,1.5598362241789643e-24
WELL-0002,PNX-102,FIELD-001,36,2073.411559139785,1275.0606451612903,16.73240079336814,0.9402742823626189,2.1895794437638706e-22
WELL-0014,PNX-114,FIELD-001,36,83.25007680491552,51.78127036971326,16.592265278357367,0.9347215837174222,9.952020081796285e-22
WELL-0008,PNX-108,FIELD-001,36,166.7229262672811,101.59691756272402,16.52695988464946,0.9403591859280249,2.1371716849167404e-22
WELL-0009,PNX-109,FIELD-001,36,546.6605990783411,355.76767025089606,15.116523014526951,0.9206171364036108,2.7879737471728985e-20
WELL-0034,PNX-216,FIELD-002,36,96.14700460829494,64.70824372759857,14.97551401962337,0.8724593129913298,9.055592149445884e-17
WELL-0058,PNX-410,FIELD-004,36,81.53180596082949,52.05490296415771,14.927187489921966,0.9285973150053817,4.584777055130149e-21
WELL-0053,PNX-405,FIELD-004,36,96.43832565284178,62.77010752688172,14.692773187337849,0.9288668514865194,4.298691168447386e-21
WELL-0020,PNX-202,FIELD-002,36,12.2540875546851,8.487598566308243,14.076535443034267,0.8781489394587854,4.155878758445637e-17
WELL-0012,PNX-112,FIELD-001,36,148.27630568356375,107.51133299569892,14.073914597620474,0.8351491915195247,7.249743965247119e-15
WELL-0024,PNX-206,FIELD-002,36,210.83763440860216,144.51756272401434,13.913817166987808,0.8746478012192883,6.739400657534777e-17
WELL-0005,PNX-105,FIELD-001,36,73.3955069124424,49.805197799641576,13.865185859330008,0.9132655419088137,1.2613303589970047e-19
WELL-0030,PNX-212,FIELD-002,36,38.22818740399385,26.887885304659502,13.557266220295261,0.8459711851422062,2.271917014640108e-15
WELL-0006,PNX-106,FIELD-001,36,105.29089861751152,72.88727598566307,12.937300153837661,0.870642264914612,1.152877914238564e-16
WELL-0001,PNX-101,FIELD-001,36,36.75876806720942,24.81820788530466,12.526886553205529,0.7190339572965252,6.71658820987183e-11
WELL-0029,PNX-211,FIELD-002,36,46.14404761904762,33.33297491039426,12.400517165341851,0.6698652207072608,1.0764660311378192e-09
WELL-0039,PNX-305,FIELD-003,36,23.013402457757298,16.554706556989245,12.349640573129028,0.9112487755189027,1.866318076198231e-19
WELL-0043,PNX-309,FIELD-003,36,34.779761904761905,25.437491039426522,11.979733134411019,0.9047095177931446,6.27094538860977e-19
WELL-0038,PNX-304,FIELD-003,36,76.2125960780338,54.90491039426522,11.90337179758133,0.8501965390445253,1.4125951149690832e-15
WELL-0060,PNX-412,FIELD-004,36,54.43655401945725,39.09067000824373,11.765915568350561,0.8503158781782593,1.3934944447167249e-15
WELL-0031,PNX-213,FIELD-002,36,540.2775729646697,391.73458781362007,11.403197941375831,0.7202447947829853,6.236257369647577e-11
WELL-0010,PNX-110,FIELD-001,36,89.99285714285713,65.73247311827957,11.395342175486112,0.8751835953138691,6.264287736133903e-17
WELL-0055,PNX-407,FIELD-004,36,202.3340021122252,148.50221615946236,10.580523837392509,0.829947997647084,1.2329128788015588e-14
WELL-0051,PNX-403,FIELD-004,36,135.1929723502304,100.90637992831542,10.55206639628653,0.8654531662564992,2.2562035206869877e-16
WELL-0040,PNX-306,FIELD-003,36,128.08229646697387,95.38279569892472,9.80774476948284,0.8148816416773892,5.265027773632681e-14
WELL-0026,PNX-208,FIELD-002,36,56.34315824086022,44.93197132616488,9.718613634401386,0.7176507041496226,7.307939307491347e-11
WELL-0019,PNX-201,FIELD-002,36,30.9778801843318,24.423680612903226,9.1011748100027,0.4793471451941162,2.8954857664251935e-06
WELL-0013,PNX-113,FIELD-001,36,70.61647465437788,55.97795698924731,9.066461058618147,0.8216526014477404,2.783660918991277e-14
WELL-0017,PNX-117,FIELD-001,36,160.3412314388121,127.35741935483871,8.929289435900023,0.7802481861493394,9.917582991072977e-13
WELL-0003,PNX-103,FIELD-001,36,93.92185099846388,71.42749103942651,8.888859714871577,0.628395251171075,8.286957223924346e-09
WELL-0046,PNX-312,FIELD-003,36,53.351843317972346,43.2441935483871,8.294726824164977,0.7159089240292983,8.122480385472271e-11
WELL-0050,PNX-402,FIELD-004,36,153.83380278817205,121.73372759856632,8.075510117589035,0.7807973784590451,9.501435631961792e-13
