well_id,qi_bbl_d,di_annual,b,wc0,wc_max,wc_tau_d,gor0,p0,t0,workover_date,workover_uplift
WELL-0001,655.4728427534856,0.6085676897463228,0.46284851937650356,0.18269239764976336,0.7939250626240035,3195.7995936848256,1.123728588806471,3025.1431385473606,73.0964415192514,2023-06-05,0.285176417274702
WELL-0002,3363.4577822971523,0.2799514856298302,0.7161035646295162,0.08654331104817457,0.8638925409460292,1913.7697500253712,0.5726463195653713,4041.9409449749005,65.79361029573474,,0.0
WELL-0003,708.7815372419024,0.516014717249937,0.7765001687596544,0.14840761420800708,0.7017571510246559,2360.410345151129,1.4500059306815305,3902.263253644412,61.521627170447715,2023-06-28,0.2473489742208792
WELL-0004,551.6200185887319,0.6250563492048518,0.33637330652557296,0.28121046725451554,0.6317162053055602,3140.2223886748316,1.4831837727131405,4159.141361173186,88.07090580957578,,0.0
WELL-0005,286.70341983604936,0.42329027324515905,0.7476942898659771,0.11661582937521152,0.6447258915052662,2299.1177302546153,0.9002672423138621,2665.1398810577475,72.86291335402947,,0.0
WELL-0006,1182.799610181169,0.4664096927350353,0.5298528435032821,0.18385869745750077,0.8715393564075599,2700.9508832882348,1.365270193536493,3265.44455213148,82.15211702436673,,0.0
WELL-0007,1275.8088446827014,0.5765720327221421,0.3591452531764642,0.2839849556751565,0.6439705376120967,3405.424565590885,1.361061011302116,3387.364008932708,87.39184366203415,,0.0
WELL-0008,678.5129249364387,0.5042277751625988,0.7007013598236947,0.16649628824530682,0.7672421681641993,2957.023797015152,1.35909365981448,3184.3064311508583,80.98577045329142,,0.0
WELL-0009,1312.4334126971592,0.4001369912477072,0.9288565831530751,0.24063303676766307,0.6865711810912563,2037.641640875724,0.7773279762451155,2515.223297249999,65.1724180389767,,0.0
WELL-0010,996.7324569292379,0.4657163038560431,0.5634516314365783,0.2966578862310805,0.8296832755211659,3387.7477180088345,0.5421742926604497,3901.067358381565,82.29758593969227,,0.0
WELL-0011,442.68990127347246,0.44904135718055194,0.5113491740097441,0.27961047387888854,0.8500140913380851,1454.3533452910542,1.5964415894050878,3958.4000486154905,69.93679532524136,,0.0
WELL-0012,1008.8735777073288,0.2630497764420112,0.4685796406288029,0.08575546879165875,0.84856574102151,1655.8697225896651,1.4927658725570625,3512.5380786549804,61.265694867314366,2022-04-15,0.2103315834028798
WELL-0013,800.5081949221217,0.5974487795969712,0.788684548785046,0.25949505466384576,0.6128484158550612,1664.0988546538274,0.5499084151667717,3209.061980385973,86.08158449150956,,0.0
WELL-0014,1973.9482888695545,0.5251946226896813,0.3381502204939069,0.2040772424818832,0.6135521765056534,3233.5351361436797,1.251493942120745,2546.2556928450067,63.210235203846935,,0.0
WELL-0015,1070.9586209270167,0.6757110041011427,0.5109398427603025,0.19450430395188556,0.8239283022685011,2693.2362570642103,1.5287132916346224,2496.877979840116,77.79234584564297,,0.0
WELL-0016,1057.1440591701128,0.5355831028382183,0.5882676276098991,0.15219577735717427,0.6696411285430278,2553.104371340719,0.7804490935806856,2272.1196685547275,74.64400154549011,,0.0
WELL-0017,989.1452058723146,0.3922963683208194,0.8512025553901676,0.18728609589991985,0.7380538224575648,2639.8287061644314,0.8327888013403052,3225.4784892135167,85.78469909687772,,0.0
WELL-0018,1227.7738811147356,0.6288969449677584,0.3388975418348145,0.12015285903341398,0.7069216129604947,1597.8872239406658,0.7766720437623871,3685.3851334501715,60.51389952460248,,0.0
WELL-0019,184.38802303589054,0.6812931314054376,0.9968251308085458,0.2430262228386464,0.6995076831746452,2781.629613082013,1.2464876385808155,2975.6833903272995,82.43110221051558,2023-02-05,0.2418115317204483
WELL-0020,469.4760520371819,0.6956447489468226,0.39911712199814225,0.16206140331358776,0.7256232690694144,1384.1133523862256,1.3063962073536937,3067.558054645186,76.42644269666404,,0.0
WELL-0021,1173.3240082444402,0.47198048913279994,0.3588807341898174,0.11091686351392839,0.8699482831240132,2666.454011100456,1.1789788601611293,3540.40651070271,86.70160566638351,,0.0
WELL-0022,799.8853744041758,0.6334069825965261,0.6533540380324486,0.27738806096783747,0.7878796609718338,3155.6308873175603,0.8087089547098292,3197.6339170629703,78.59938643516023,,0.0
WELL-0023,651.4747223806834,0.667357206326812,0.61374512977981,0.12688376810519653,0.7915127012984757,1216.823249473936,0.7336265279209766,3606.066931397785,82.18194205742421,2023-10-30,0.39636118950850713
WELL-0024,432.0841994563436,0.30134683203263674,0.8126894520956514,0.16002217488184217,0.776993216771608,2704.4355418094206,1.5637781400466837,4169.156162863249,70.08798859207668,,0.0
WELL-0025,553.8066115927329,0.6934930762727167,0.6254814193355571,0.29447924476846005,0.7317043207020992,3025.468946287937,0.5017831267741986,3310.923420275528,88.07209254450035,,0.0
WELL-0026,368.8536080284964,0.5981743072382317,0.905819583638964,0.23485786711912748,0.8562789094741223,1312.6165325935422,0.6814421805295583,3443.7955467504917,90.03438566186881,,0.0
WELL-0027,1292.4171748236179,0.35694626351226877,0.8969467907423387,0.13700785585237857,0.8730702947660991,1887.5703975734828,1.108384301059779,2993.880135495668,69.61887677642734,,0.0
WELL-0028,756.3184250372078,0.433573878009077,0.3957748946207384,0.19371798240575838,0.9192256119241335,2812.0263232775146,1.1142554084960463,2984.738185843588,92.03545660999441,,0.0
WELL-0029,473.43237050597344,0.5355431192283087,0.5403047236652354,0.15509544287631927,0.9069469673102644,2929.5151796223054,1.0490279643339417,2769.0817502236505,91.39488795705483,2023-03-24,0.2650685461033354
WELL-0030,387.031753506102,0.39512155622589934,0.4088090948583957,0.26857859132270184,0.6906390186400365,2491.4256071530845,1.350369310169649,3767.648218751427,75.34351905044676,,0.0
WELL-0031,999.1861619377954,0.2958523707915452,0.7570454885947988,0.28883735704695274,0.7640742605760357,2195.8367335958646,0.4430113017017958,4119.549044658441,63.605093944555556,2024-04-13,0.2082158186609694
WELL-0032,682.2872736379815,0.2772378028719413,0.7887328079269393,0.101755135381203,0.6966629020107643,2106.4892875096243,0.8999315596829776,2203.321415349601,63.922462984954414,2023-07-19,0.37255291274817565
WELL-0033,670.3498990321151,0.39512069843547837,0.4697379971198329,0.16996585013776627,0.8186426744508202,1724.9816135658673,0.79688289046584,4060.7692351783007,61.69992514464353,,0.0
WELL-0034,751.6222895631881,0.3347448886651083,0.32189845903115116,0.07765736689055082,0.7984477717210549,1755.7694900998972,1.0830544605168124,3380.3907655322523,89.73023665814227,,0.0
WELL-0035,489.4428321910463,0.454505843634396,0.7223971180333251,0.2961623834044109,0.7156915451645438,3070.2664953862595,0.7820789413941516,3798.4270444829817,81.02568716019249,,0.0
WELL-0036,581.4740055569636,0.3244694909117988,0.8076283245956082,0.227022808920897,0.8363457236663625,1929.4522935989512,1.4680233485412346,3387.661096056895,64.41092196113193,,0.0
WELL-0037,1257.4476975700481,0.5130874753603745,0.3888369828629592,0.2743255499385234,0.8817216960408616,2433.260950156163,1.146150435832908,2746.374383001753,61.76818937302018,2023-07-11,0.3189135217781729
WELL-0038,569.8924887640217,0.5248465599559382,0.687478588062728,0.14904162501481222,0.8168386443519341,2869.270159845498,1.0803253543832643,3716.844474369508,94.41959765975281,,0.0
WELL-0039,422.12735012291336,0.6503453897539287,0.5765050680283894,0.2206453995523051,0.6477997300378082,3411.564147944375,0.6141301141861971,2599.083985798981,90.06440011951997,,0.0
WELL-0040,967.1196362210567,0.579011189493758,0.8480720910182593,0.19248345466038158,0.633476830977528,3279.138569019492,1.4386870471852338,3796.194871636666,63.49518670062553,,0.0
WELL-0041,536.9754579833788,0.42758344966753703,0.5233927420197662,0.20218528222456167,0.7859165995993762,2141.0219485370335,1.1221297070412501,4070.7627391329897,76.36740898193088,,0.0
WELL-0042,755.8889581242656,0.35961853541137334,0.3692471535733756,0.23837614075006447,0.8819315366137184,1839.660720804422,0.6425057219745736,2571.5322697421743,78.27043054782793,,0.0
WELL-0043,239.02328399006976,0.29981143331332727,0.47670540338471107,0.12369348739363568,0.8447371368343151,3216.4348337086244,1.4819702242797264,4169.137216501508,94.38283390865863,,0.0
WELL-0044,384.9333715765848,0.4940639810359922,0.4157179263571038,0.11331386860004934,0.6512998479943226,3159.446262928037,1.1010734320734619,3670.2588550392666,70.3611502018509,,0.0
WELL-0045,1415.2634273163724,0.6532549370906335,0.3702769519548665,0.11613495278782777,0.8708731315417463,1612.831766396001,0.8962815175719638,3099.7185998882524,68.58406405581233,,0.0
WELL-0046,485.35415300636225,0.6730085548633815,0.921592180023906,0.24433967833192305,0.7656516868120733,2328.3982056773057,1.0356947994189976,3273.1360271541785,75.20970796441917,,0.0
WELL-0047,730.137507210247,0.34347276400819265,0.477229224288621,0.0575136446902947,0.6380650594368676,3308.7513375471503,0.7858395897787982,3416.258423829183,76.27549461962455,2024-08-31,0.30637721826921366
WELL-0048,694.2450425952944,0.4036241803217774,0.33507468278785363,0.13560091920265716,0.854226249758683,2632.2301134728787,1.3010063016938318,3787.270767724755,67.41841138781899,2022-10-17,0.2875979205840745
WELL-0049,782.0868988581933,0.31854701957090903,0.7425979691211471,0.14823184789255833,0.8949927840495985,1934.0599375985612,1.2714161540606814,3122.1988603098152,83.09829553952476,,0.0
WELL-0050,1023.2940694284634,0.45233470979020624,0.9247413827811284,0.23740465473071687,0.917378469279241,2422.2517666736608,1.1919948625613817,2804.9605622758563,93.16374598830973,,0.0
WELL-0051,816.6694307101078,0.43868544456751457,0.7529502587003276,0.13559060832501352,0.7306101338339241,2212.1152489371707,0.5509684219747424,2383.447358118013,83.36214731013652,,0.0
WELL-0052,481.12198524650853,0.5505321214815938,0.3905539624207921,0.11878813140042833,0.6443694387946942,1852.097763178227,1.2096838568191335,4020.653820370505,67.0882842773465,,0.0
WELL-0053,1232.5987673697311,0.6892577758112685,0.5797732946145457,0.22135693019025354,0.6074328263509627,2120.1413261099374,1.450129135987014,3420.4548888664917,75.53800102385917,,0.0
WELL-0054,523.087004323702,0.6607023258649911,0.9467121496489543,0.26083072144049474,0.9130254178446597,2913.480509293284,1.3176006742743998,3725.180183925281,76.82126708298073,,0.0
WELL-0055,718.5477907241051,0.34848547395758445,0.8712392117269818,0.265142479823594,0.6536638462968899,1217.2661754399996,0.8033559622352485,3795.021671361505,89.37108531820135,,0.0
WELL-0056,1394.0193244741213,0.5288508366864376,0.9530305476892773,0.29520528638325855,0.6222850037092462,1517.3942899001822,1.3488855686751928,2741.264304541721,90.96971708272262,2023-03-28,0.33269065144581733
WELL-0057,835.1023475115095,0.6964189024876246,0.9995953364569314,0.17911485065891025,0.6304637078274764,2874.0395876280522,1.5719968938599074,2836.6527752580405,76.14231100431508,,0.0
WELL-0058,538.5179126630555,0.43749969911794606,0.5250819775686296,0.23720519491676373,0.8564446188296714,2329.8921267001424,1.471637223443564,2487.8173921571165,90.76740728806361,,0.0
WELL-0059,692.471652266958,0.26567725762596206,0.7565803245260987,0.25578182935404664,0.6537602715449188,1537.7865900892298,1.4329611683446433,3846.2492199001895,78.86296181924654,,0.0
WELL-0060,739.8386437067281,0.5876196945767048,0.6252757465001306,0.1419760850554544,0.6701405492731624,1679.2724853005345,1.3017889726856753,2437.820696067921,63.00938225388308,,0.0
